COUNTSTATIONID,COUNTDATE,COUNTDIR,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
106,20230402,P,123,106,90,76,163,165,342,669,1130,1853,1949,2485,2384,2358,2273,2309,2116,1714,1476,1145,738,482,265,155,4/2/2023
106,20230402,S,145,155,105,82,81,176,725,1325,1257,1240,1266,1265,1412,1369,1384,1388,1249,1032,842,695,541,334,361,190,4/2/2023
106,20230403,P,98,62,74,65,105,228,420,676,772,1009,1337,858,1688,1322,1496,1555,1350,1166,812,562,366,265,169,125,4/3/2023
106,20230403,S,180,112,87,104,159,274,523,885,1116,1252,1319,1106,969,979,982,995,951,837,684,524,417,361,266,202,4/3/2023
106,20230405,P,155,79,54,61,79,138,313,569,736,928,1152,1097,1125,1129,1278,1297,1204,1130,853,658,451,323,248,141,4/5/2023
106,20230405,S,155,118,106,113,109,201,409,826,1055,1273,1248,1153,1018,1048,1091,1076,990,837,680,617,461,405,313,228,4/5/2023
106,20230406,P,108,80,68,80,103,185,305,343,1072,1001,1128,1037,1100,1246,1419,1532,1563,1416,922,629,414,299,216,155,4/6/2023
106,20230406,S,163,166,115,91,107,258,530,1067,1245,1450,1332,1129,1086,1132,1167,1198,1281,1323,1153,1033,792,580,435,300,4/6/2023
106,20230407,P,97,74,80,82,117,174,309,399,947,1046,1419,1318,1459,1706,1998,1983,1854,1595,1321,738,526,310,277,161,4/7/2023
106,20230407,S,229,170,133,103,170,250,583,1431,1785,1813,1778,1499,1524,1409,1530,1727,1865,1774,1549,1124,867,595,325,246,4/7/2023
106,20230408,P,80,63,84,62,109,182,341,732,1020,1406,1643,1716,1779,1969,1964,1883,1705,1417,894,704,462,335,209,125,4/8/2023
106,20230408,S,237,148,90,67,92,235,1061,1439,1334,1349,1424,1288,1322,1157,1222,1150,1114,975,834,622,490,306,336,190,4/8/2023
106,20230409,P,110,55,75,78,78,140,287,544,916,1515,2105,1986,2064,1987,2070,1947,1844,1607,1339,1044,700,394,218,119,4/9/2023
106,20230409,S,122,106,81,53,55,107,410,938,1135,1102,1143,1040,1045,1034,1008,1071,1093,1093,972,800,623,412,272,168,4/9/2023
106,20230410,P,87,52,59,77,112,251,475,684,893,1007,1236,1224,1327,1353,1434,1360,1162,1009,793,538,405,280,162,110,4/10/2023
106,20230410,S,110,75,68,79,141,255,525,919,1115,1218,1211,1079,949,895,763,995,766,654,579,471,374,276,238,141,4/10/2023
106,20230411,P,73,51,60,52,96,135,312,499,697,847,872,938,1011,984,1077,1139,1185,1037,708,490,343,224,174,141,4/11/2023
106,20230411,S,117,73,62,77,113,217,458,762,943,1087,1050,928,756,712,719,708,697,591,505,472,408,325,220,246,4/11/2023
106,20230412,P,82,54,68,66,82,144,325,482,528,917,1000,931,1061,1178,1373,1372,1225,1093,830,487,387,256,200,133,4/12/2023
106,20230412,S,137,87,72,70,105,257,437,518,1172,1082,1161,1039,926,835,891,858,873,781,645,547,441,341,246,170,4/12/2023
106,20230413,P,72,63,62,76,82,170,347,501,489,572,1041,1212,1129,1143,1372,1323,1251,1081,780,593,425,288,187,148,4/13/2023
106,20230413,S,139,93,64,78,140,269,564,784,929,1195,1075,996,905,907,894,947,1075,978,916,797,646,486,336,256,4/13/2023
106,20230414,P,75,62,71,60,94,161,279,396,666,821,1024,1127,1257,1314,1449,1508,1197,995,888,595,291,248,165,125,4/14/2023
106,20230414,S,207,142,90,87,138,182,483,840,1142,1114,1231,1031,1368,1153,1467,1421,1414,1638,1332,1026,704,425,331,230,4/14/2023
106,20230415,P,61,53,63,63,65,127,297,583,717,1036,1360,1504,1606,1684,1716,1707,1528,1216,825,602,428,324,202,115,4/15/2023
106,20230415,S,129,65,58,61,63,172,766,1097,1856,1282,1493,1373,1203,882,1090,1046,1030,863,746,578,499,351,267,163,4/15/2023
106,20230416,P,85,76,75,79,79,135,298,561,785,1235,1860,1864,2091,2152,2414,2133,1967,2032,1445,1070,730,430,266,153,4/16/2023
106,20230416,S,130,94,53,65,77,159,409,1082,1238,1469,1228,1241,1081,1070,1056,1080,1096,903,877,643,488,320,258,155,4/16/2023
106,20230417,P,92,71,53,41,103,182,416,575,702,880,1070,1072,1131,1206,1225,1170,996,958,785,517,363,269,156,140,4/17/2023
106,20230417,S,144,84,59,84,121,308,579,776,927,1054,1031,969,876,745,695,691,690,650,543,432,354,288,192,148,4/17/2023
106,20230418,P,78,60,52,43,82,148,278,417,579,773,852,851,967,1016,1160,1045,1062,868,785,465,327,249,138,173,4/18/2023
106,20230418,S,112,76,59,72,127,228,436,642,768,923,865,796,695,668,650,691,634,603,574,453,348,281,220,184,4/18/2023
106,20230419,P,87,40,78,67,76,77,155,294,767,808,844,910,937,1010,1067,859,833,735,601,417,265,175,149,122,4/19/2023
106,20230419,S,190,101,81,89,133,211,442,618,767,922,806,729,678,685,675,646,619,555,506,424,363,264,229,211,4/19/2023
106,20230420,P,109,55,60,74,93,125,271,445,555,684,834,923,1077,1085,1145,1109,1002,917,316,712,309,249,167,132,4/20/2023
106,20230420,S,169,103,64,108,140,251,478,695,832,1012,919,936,787,876,1033,876,925,854,736,739,476,410,259,230,4/20/2023
106,20230421,P,98,79,63,66,57,146,258,388,635,795,1023,1082,1227,1370,1298,1322,826,900,155,553,524,163,234,58,4/21/2023
106,20230421,S,229,143,101,80,173,245,428,853,1137,1185,1292,1338,1218,1312,1304,1381,1442,978,1527,887,616,463,242,206,4/21/2023
106,20230422,P,3,148,76,52,76,110,240,486,656,897,1101,1097,1165,1334,1435,1409,1436,1199,749,548,327,219,171,114,4/22/2023
106,20230422,S,114,82,51,64,61,86,340,884,1441,1349,1670,1277,1204,1020,1078,960,945,929,689,487,457,392,284,174,4/22/2023
106,20230423,P,83,50,65,45,63,85,224,368,700,1135,1649,1718,1887,1542,1609,1513,1626,1439,1371,1403,694,409,209,125,4/23/2023
106,20230423,S,141,69,84,66,62,117,353,988,1260,1499,1392,1350,1204,1184,1055,1021,1064,904,767,641,487,359,218,183,4/23/2023
106,20230424,P,97,73,70,70,96,201,393,529,672,829,1015,1076,1115,1236,1057,1449,1072,986,724,519,321,171,191,45,4/24/2023
106,20230424,S,142,96,65,70,138,270,542,747,950,996,1032,982,793,827,823,843,757,658,587,444,370,283,181,117,4/24/2023
106,20230425,P,108,73,73,58,85,127,279,386,524,601,729,762,886,916,868,833,723,582,401,293,209,166,135,79,4/25/2023
106,20230425,S,126,109,72,61,97,178,396,542,673,773,728,713,664,679,581,605,459,464,356,308,184,170,145,139,4/25/2023
106,20230426,P,75,64,70,66,51,116,183,329,410,522,631,669,755,934,1005,884,847,734,601,385,325,197,152,113,4/26/2023
106,20230426,S,118,83,75,57,99,137,396,631,872,927,932,847,745,711,759,724,754,572,515,425,364,298,193,231,4/26/2023
106,20230427,P,76,49,66,79,92,139,257,431,605,697,812,902,1015,1166,1264,1189,1101,916,680,505,339,237,217,108,4/27/2023
106,20230427,S,138,119,81,99,136,253,515,713,989,1063,1167,940,950,928,929,972,910,894,805,619,434,156,324,194,4/27/2023
106,20230428,P,80,49,37,42,89,121,242,363,591,743,991,1110,1192,1390,1576,1482,1451,1177,890,713,439,298,198,153,4/28/2023
106,20230428,S,132,97,59,53,112,130,119,563,1107,1527,1218,1180,1213,1181,1245,1182,1333,1327,1089,886,646,451,323,201,4/28/2023
106,20230429,P,77,69,64,65,63,108,275,489,810,1089,1222,1211,1336,1493,1241,1709,1500,1181,799,679,435,331,195,150,4/29/2023
106,20230429,S,149,114,74,65,104,204,499,949,1277,1455,1548,1321,1148,1050,1020,983,1084,818,847,667,535,417,350,231,4/29/2023
106,20230430,P,81,53,58,58,53,111,205,393,695,1044,1503,1781,1783,1926,1909,1895,1724,1469,1137,829,565,345,260,145,4/30/2023
106,20230430,S,146,128,83,64,81,121,240,548,944,1120,1230,1218,1244,1120,1041,1070,1154,1148,845,747,528,357,269,265,4/30/2023
106,20230501,P,105,81,69,72,81,160,308,459,640,740,850,969,1087,1079,1095,1137,975,913,654,500,360,272,179,116,5/1/2023
106,20230501,S,138,83,76,83,148,355,575,830,912,1073,1145,959,798,922,867,796,646,632,552,419,337,232,203,155,5/1/2023
106,20230502,P,83,60,49,57,62,133,287,403,549,653,758,870,938,941,862,967,889,784,565,446,337,236,167,113,5/2/2023
106,20230502,S,120,93,77,71,115,236,471,697,782,909,844,749,707,719,669,663,616,569,448,430,320,272,182,169,5/2/2023
106,20230503,P,84,59,66,52,88,138,284,381,599,656,758,809,978,1058,1101,1084,1059,893,655,479,388,264,178,123,5/3/2023
106,20230503,S,116,100,64,79,125,260,500,691,818,967,942,840,808,742,728,713,626,600,542,500,381,268,229,157,5/3/2023
106,20230504,P,86,80,65,56,86,141,274,414,575,687,763,921,911,1110,1067,1044,996,982,704,633,395,328,185,144,5/4/2023
106,20230504,S,121,81,64,79,130,285,477,705,771,890,934,907,837,862,841,872,806,839,748,599,434,324,258,234,5/4/2023
106,20230505,P,103,76,60,67,101,158,287,439,655,778,991,1108,1231,1392,1521,1480,1307,1145,885,690,492,326,234,136,5/5/2023
106,20230505,S,135,94,94,94,137,238,511,740,928,1145,1155,1278,1147,1173,1318,1356,1231,1140,938,757,571,374,295,222,5/5/2023
106,20230506,P,88,62,62,53,60,102,196,431,402,585,1526,1425,1175,1205,1229,1278,1157,959,706,561,449,323,200,118,5/6/2023
106,20230506,S,139,96,77,98,108,184,343,570,905,1047,1036,1031,994,1061,1012,995,852,832,722,578,462,359,276,315,5/6/2023
106,20230507,P,80,58,61,53,55,114,186,358,626,967,1475,1522,1746,1811,1824,1650,1634,1317,963,716,507,382,238,142,5/7/2023
106,20230507,S,141,85,68,49,56,130,230,496,908,1095,1109,1271,1246,1197,1167,1242,1058,1013,812,701,487,350,215,153,5/7/2023
106,20230508,P,68,58,63,59,88,150,327,448,570,695,845,919,901,996,965,1002,970,834,534,617,329,267,157,142,5/8/2023
106,20230508,S,132,77,79,84,137,334,624,756,828,986,1017,928,879,782,850,750,627,613,560,395,305,285,186,148,5/8/2023
106,20230509,P,69,64,59,50,82,130,253,353,586,689,727,775,923,991,930,984,939,895,721,502,343,270,190,124,5/9/2023
106,20230509,S,127,103,84,72,114,262,491,661,694,866,865,820,768,733,765,727,678,598,531,430,355,276,240,220,5/9/2023
106,20230510,P,96,66,69,64,102,160,301,447,565,717,858,834,928,1164,1088,1101,977,943,591,287,418,405,212,113,5/10/2023
106,20230510,S,181,118,86,97,120,228,486,719,768,857,917,879,822,873,800,782,768,602,563,393,322,280,186,178,5/10/2023
106,20230511,P,88,60,80,74,88,160,298,421,514,630,936,1086,982,1109,1017,1132,966,861,506,656,349,260,110,184,5/11/2023
106,20230511,S,127,112,81,81,150,266,477,594,710,825,882,946,938,821,825,867,778,796,652,577,386,291,12,380,5/11/2023
106,20230512,P,88,74,61,73,78,136,234,484,589,738,1032,1139,1270,1411,1416,1340,1162,1236,900,647,462,318,224,135,5/12/2023
106,20230512,S,159,118,91,64,140,231,471,617,872,908,1107,1181,1261,1198,1268,1300,1258,1293,1141,977,565,420,279,205,5/12/2023
106,20230513,P,70,60,55,79,69,120,216,432,677,892,1186,1162,1222,1241,1302,1146,1116,890,664,552,435,313,224,137,5/13/2023
106,20230513,S,155,108,76,67,97,176,358,582,906,1104,1257,1317,1230,1231,1082,1085,970,864,706,558,505,334,258,223,5/13/2023
106,20230514,P,85,72,60,60,49,91,163,320,488,944,1315,1338,1503,1531,1489,1488,1360,1248,1043,867,560,380,229,128,5/14/2023
106,20230514,S,160,98,57,55,67,104,187,348,525,868,1065,1124,1299,1169,1255,1233,1156,1249,964,814,555,385,260,189,5/14/2023
106,20230515,P,84,67,60,67,92,164,325,427,569,673,860,895,980,993,1149,1044,1069,933,651,510,330,285,204,139,5/15/2023
106,20230515,S,140,85,82,97,156,353,623,861,946,1074,1216,1170,1110,947,919,853,746,719,574,472,419,325,251,179,5/15/2023
106,20230516,P,100,62,67,56,81,138,300,364,608,693,773,807,930,818,739,869,833,761,1106,487,407,315,202,139,5/16/2023
106,20230516,S,155,108,85,71,130,272,586,687,760,832,1081,1000,904,873,836,857,697,671,547,498,393,303,288,204,5/16/2023
106,20230517,P,87,80,63,74,100,164,330,501,611,707,866,919,993,1053,1154,1063,1041,959,785,492,524,319,166,198,5/17/2023
106,20230517,S,150,103,79,80,166,300,590,725,863,1066,1062,1037,951,892,883,825,854,756,631,502,517,335,233,202,5/17/2023
106,20230518,P,109,64,82,69,87,159,336,464,594,748,866,1020,1179,1371,1251,1246,1242,840,523,977,482,319,231,130,5/18/2023
106,20230518,S,158,139,104,99,199,353,625,794,840,1004,1238,1039,1042,1043,1021,1012,938,828,732,635,449,379,333,235,5/18/2023
106,20230519,P,94,73,69,74,90,151,300,453,629,798,1018,1143,1270,1490,1524,1360,1342,1183,983,722,497,356,218,157,5/19/2023
106,20230519,S,154,125,87,86,145,259,531,734,863,1094,1320,1439,1376,1397,1493,1566,1497,1438,1117,833,608,365,302,180,5/19/2023
106,20230520,P,88,90,70,69,100,110,268,471,728,1002,1253,1233,1260,1266,1311,1386,1345,1090,870,715,498,363,247,159,5/20/2023
106,20230520,S,134,133,75,75,143,213,405,710,909,1155,1276,1417,1353,1215,1214,1129,1061,916,762,631,529,424,299,201,5/20/2023
106,20230521,P,93,76,63,64,60,110,182,360,660,1037,1618,1759,1828,1962,1981,1846,1710,1423,1195,925,604,388,259,155,5/21/2023
106,20230521,S,170,107,77,68,76,146,241,441,683,912,1180,1335,1285,1339,1281,1230,1266,1109,951,739,631,382,308,204,5/21/2023
106,20230522,P,117,59,58,75,72,172,341,469,593,756,924,931,1141,1125,1136,1128,1008,959,689,515,413,303,228,139,5/22/2023
106,20230522,S,168,115,82,101,188,340,679,814,896,1091,1141,1221,999,932,927,898,843,681,608,498,370,274,233,159,5/22/2023
106,20230523,P,117,105,76,68,79,149,269,425,580,709,834,896,935,962,1163,1030,1049,905,764,614,465,287,235,164,5/23/2023
106,20230523,S,160,113,89,77,162,305,555,676,790,875,935,961,849,890,859,833,775,677,534,491,383,321,194,161,5/23/2023
106,20230524,P,123,87,105,74,93,158,342,231,839,811,883,961,1119,1128,1104,1114,1065,968,780,514,493,327,233,164,5/24/2023
106,20230524,S,152,114,79,105,152,283,562,371,1066,898,1084,945,940,847,926,876,840,740,587,511,453,326,289,209,5/24/2023
106,20230525,P,115,73,71,76,118,158,331,488,650,821,979,1012,885,1249,1185,1121,1150,1086,833,594,490,298,222,147,5/25/2023
106,20230525,S,163,129,110,97,199,343,640,765,844,1105,1193,1278,1235,1194,1335,1191,1233,1083,1241,918,700,443,329,225,5/25/2023
106,20230526,P,88,52,69,97,105,160,272,457,636,822,999,1188,1264,1374,1414,1392,1274,1124,914,734,539,400,280,160,5/26/2023
106,20230526,S,216,138,116,104,187,339,702,988,1163,1439,1614,1774,1638,2306,2041,2121,2259,1397,2032,1778,905,635,430,294,5/26/2023
106,20230527,P,101,81,81,63,70,151,254,455,504,724,995,1089,1227,891,1365,1400,1382,1123,862,681,573,427,287,192,5/27/2023
106,20230527,S,202,134,99,102,168,319,645,1001,1369,1494,1931,2016,1874,1988,1621,1413,1259,994,780,640,524,393,302,226,5/27/2023
106,20230528,P,117,69,80,71,62,117,224,381,688,1126,1685,1823,1754,1518,1548,1665,1776,1866,1326,1094,816,540,367,227,5/28/2023
106,20230528,S,156,111,87,82,92,165,309,537,802,1130,1343,1546,1395,1394,1335,1149,1085,982,803,684,483,383,260,184,5/28/2023
106,20230529,P,142,97,74,63,82,136,292,530,978,1703,2393,2438,2398,2481,2399,2086,1990,1733,1451,1078,906,552,311,210,5/29/2023
106,20230529,S,147,85,59,60,88,190,333,495,690,901,1177,1303,1288,1221,1188,1100,902,751,695,544,428,352,232,191,5/29/2023
106,20230530,P,120,79,67,72,84,233,500,642,797,986,1173,1149,1285,1435,1339,1203,1165,991,840,622,439,326,208,150,5/30/2023
106,20230530,S,164,87,67,87,160,398,681,797,933,1076,1108,1168,1125,1045,963,916,853,643,628,505,367,324,206,168,5/30/2023
106,20230531,P,78,73,64,62,96,158,322,470,634,710,1096,1016,1153,1182,1254,1146,1145,1030,805,635,444,323,232,148,5/31/2023
106,20230531,S,153,120,87,89,151,294,618,742,820,935,1005,1072,983,1329,958,891,880,767,601,542,370,335,259,192,5/31/2023
106,20230601,P,103,69,68,65,119,146,322,502,638,856,910,1157,1237,1363,1331,1272,1131,1080,852,665,466,367,235,165,6/1/2023
106,20230601,S,159,119,63,74,153,318,603,750,861,1092,1202,1265,1157,1252,1184,1200,1063,899,770,693,501,378,345,222,6/1/2023
106,20230602,P,119,86,94,104,88,175,319,434,515,1028,1195,1344,1268,1564,1429,1343,1118,1099,1214,851,554,355,261,167,6/2/2023
106,20230602,S,184,116,97,87,127,340,585,674,1068,1104,1360,1428,1433,1777,1744,1773,1538,1573,1231,916,678,451,343,207,6/2/2023
106,20230603,P,120,81,75,68,96,141,297,461,740,977,1256,1272,1275,1374,1342,1236,1203,998,900,715,552,437,267,180,6/3/2023
106,20230603,S,176,109,79,99,120,268,465,715,936,1181,1424,1437,1431,1411,1385,1307,1108,876,735,620,463,364,287,179,6/3/2023
106,20230604,P,113,94,77,80,90,130,270,405,680,1051,1684,1955,2051,2099,1996,1986,1755,1419,1143,846,653,454,278,165,6/4/2023
106,20230604,S,138,92,61,70,98,169,287,450,616,890,1167,1356,1393,1400,974,1249,1424,1050,880,614,499,386,310,183,6/4/2023
106,20230605,P,92,72,79,59,89,188,392,574,783,908,1095,1179,1241,1247,1260,1258,1142,1013,781,569,441,298,211,121,6/5/2023
106,20230605,S,118,98,83,112,168,369,676,895,939,1156,1368,1345,1188,1101,1072,987,872,688,695,510,414,301,205,156,6/5/2023
106,20230606,P,81,42,64,47,85,174,305,513,683,829,941,1029,1070,1230,1124,1207,1191,982,758,607,438,279,209,146,6/6/2023
106,20230606,S,149,91,81,81,132,306,595,730,831,1005,1058,1029,1004,937,966,963,87,1168,606,524,382,334,244,173,6/6/2023
106,20230607,P,90,79,71,64,108,184,367,500,674,807,941,1084,1191,1389,1313,1150,1078,986,772,522,431,317,239,162,6/7/2023
106,20230607,S,233,109,106,98,168,331,587,775,825,1018,1185,1222,1034,1109,1111,1042,988,863,717,551,389,376,243,190,6/7/2023
106,20230608,P,72,72,83,80,104,193,343,499,677,966,1141,1127,1234,1139,1185,1434,1312,1134,929,752,562,374,279,167,6/8/2023
106,20230608,S,179,116,85,87,175,335,676,821,1014,1209,1296,1424,1409,1361,1491,1476,1323,1134,1059,862,583,441,294,166,6/8/2023
106,20230609,P,105,48,96,73,121,193,356,524,752,1014,1264,1382,1395,1583,1747,1598,1490,1258,1113,842,632,455,292,223,6/9/2023
106,20230609,S,121,62,17,95,183,333,619,971,1064,1401,1661,1966,1853,1984,1835,2116,2102,1691,1414,990,668,455,382,244,6/9/2023
106,20230610,P,141,83,89,67,87,161,317,553,874,1189,1424,1603,1428,1559,1642,1649,1443,1406,1126,885,665,484,322,221,6/10/2023
106,20230610,S,188,126,93,111,145,278,599,848,1158,1619,1686,1816,1778,1598,1470,1266,1179,1082,894,678,535,437,336,221,6/10/2023
106,20230611,P,163,95,69,51,96,135,339,551,954,1531,2361,2444,2218,1116,2064,2358,2234,1928,1464,1026,739,472,280,177,6/11/2023
106,20230611,S,168,114,85,89,106,203,302,593,906,1249,1480,1661,1782,1632,1555,1524,1315,1173,921,724,548,333,309,194,6/11/2023
106,20230612,P,107,73,77,82,86,204,453,634,778,982,1282,1251,1579,1547,1389,1340,1172,1045,775,551,418,312,223,125,6/12/2023
106,20230612,S,127,119,87,100,182,408,700,902,974,1193,1445,1267,1156,1173,1118,969,909,766,613,473,395,274,301,238,6/12/2023
106,20230613,P,104,74,11,42,101,163,346,519,657,860,1017,1009,1044,1155,1224,1131,1224,1081,746,513,450,339,238,133,6/13/2023
106,20230613,S,161,131,14,6,152,285,586,719,936,1000,1073,1189,1039,986,1046,1074,950,813,646,543,433,316,233,193,6/13/2023
106,20230614,P,120,66,68,76,102,215,411,556,730,942,963,1133,1252,1262,1335,1234,1333,1301,947,662,535,441,274,172,6/14/2023
106,20230614,S,148,109,92,97,171,336,612,859,952,1144,1114,974,1630,1139,1144,1153,1050,866,764,746,532,404,248,198,6/14/2023
106,20230615,P,118,83,80,88,120,218,381,564,777,968,1164,1061,1235,1263,1397,1283,1241,1134,976,683,517,488,376,190,6/15/2023
106,20230615,S,210,119,92,110,183,339,633,878,991,1109,1433,1454,1555,1664,1678,1680,1594,1370,1125,984,599,444,346,249,6/15/2023
106,20230616,P,135,91,87,72,120,203,373,607,804,1064,1345,1460,1550,1578,1729,1668,1401,1238,1100,824,591,437,324,207,6/16/2023
106,20230616,S,184,130,104,119,175,329,650,907,1217,1280,1548,1917,1906,1981,1806,1917,1646,2048,1963,1561,1052,550,379,242,6/16/2023
106,20230617,P,148,87,95,88,107,177,369,526,755,1186,1644,1643,1533,1598,1603,1722,1398,1367,1101,794,613,493,304,209,6/17/2023
106,20230617,S,197,157,97,110,150,285,522,873,1119,1528,1802,1828,2070,1777,1611,1471,1290,1118,864,708,571,403,322,250,6/17/2023
106,20230618,P,142,97,90,93,83,150,324,502,947,1514,2110,2342,2318,2433,2463,2485,2456,2096,1709,1127,1252,732,328,212,6/18/2023
106,20230618,S,171,121,92,87,104,211,355,647,876,1301,1602,1760,1849,1786,1991,1587,1344,1252,976,788,652,536,323,229,6/18/2023
106,20230619,P,124,81,75,82,100,213,446,684,877,1238,1469,1757,1854,2146,2359,2144,1941,1732,1442,1009,797,565,304,164,6/19/2023
106,20230619,S,158,107,70,96,189,454,755,998,1215,1409,1691,1793,1668,1495,1416,1374,1181,985,769,606,506,351,286,181,6/19/2023
106,20230620,P,97,72,84,73,99,205,400,529,743,952,1101,1179,1267,1319,1309,1227,1234,1097,970,765,608,448,282,202,6/20/2023
106,20230620,S,144,112,91,92,147,343,643,826,910,1150,1313,1290,1115,1215,1054,1087,942,794,651,574,526,355,245,194,6/20/2023
106,20230621,P,122,76,73,67,111,217,358,535,731,932,1107,1244,1298,1376,1477,1354,1317,1152,887,758,515,421,276,208,6/21/2023
106,20230621,S,156,87,84,95,164,326,707,839,941,1197,1255,1567,1467,1348,1327,1249,1279,1021,842,664,493,339,250,204,6/21/2023
106,20230622,P,128,75,88,112,104,213,401,559,812,1027,1236,1343,1533,1621,1463,1636,1399,1191,1084,780,639,556,374,222,6/22/2023
106,20230622,S,137,122,101,109,188,371,503,988,1055,1216,1539,1731,1646,1647,1433,521,1465,1362,1086,918,614,430,317,249,6/22/2023
106,20230623,P,109,96,99,99,125,204,419,638,860,1151,1537,1449,1839,1945,2051,1828,1644,1524,1179,977,715,526,358,191,6/23/2023
106,20230623,S,191,129,129,114,168,335,660,993,1125,1410,1761,1845,1800,2045,2060,1995,2111,2126,1570,1219,863,542,395,286,6/23/2023
106,20230624,P,122,88,101,90,98,212,475,740,1054,1337,1690,1878,1843,1889,1931,1850,1787,1459,1229,1033,786,565,388,256,6/24/2023
106,20230624,S,171,143,103,134,166,295,548,757,1474,1756,1701,2053,1914,1972,1858,1686,1358,1063,899,697,676,458,356,327,6/24/2023
106,20230625,P,143,141,105,84,119,173,396,612,1057,1785,2698,2803,2724,2503,2361,1651,2377,1816,1790,1744,1102,572,353,262,6/25/2023
106,20230625,S,236,173,87,82,126,267,415,665,911,1240,1609,1938,1850,1870,1800,1677,1598,1305,1050,814,650,474,366,278,6/25/2023
106,20230626,P,139,90,72,86,119,234,500,742,892,1207,1459,1511,1720,1645,1601,1583,1446,1258,999,784,562,407,274,186,6/26/2023
106,20230626,S,181,115,90,109,178,403,813,951,946,1365,1475,1714,1471,1407,1332,1196,1049,887,739,621,519,363,284,163,6/26/2023
106,20230627,P,103,86,64,71,105,207,389,499,758,983,1155,1194,1275,1384,1317,1385,1257,1120,941,726,562,403,266,178,6/27/2023
106,20230627,S,191,179,106,106,156,350,661,826,985,962,1393,1292,1198,1161,1052,1114,1017,816,665,602,459,357,308,237,6/27/2023
106,20230628,P,92,88,91,96,106,211,399,589,792,1022,1226,1352,1412,1434,1448,1345,1378,1246,914,750,576,474,257,195,6/28/2023
106,20230628,S,176,168,108,111,144,352,660,804,855,1147,1510,1399,1271,1148,1134,1303,757,1293,803,703,510,405,349,240,6/28/2023
106,20230629,P,111,95,69,82,102,194,362,564,723,982,1271,1356,1374,1473,1444,1466,1463,1314,1110,835,652,447,320,195,6/29/2023
106,20230629,S,181,145,108,129,184,360,672,807,969,1220,1366,1412,1416,1494,1504,1436,1354,1156,1175,1089,830,509,335,311,6/29/2023
106,20230630,P,152,111,95,99,115,234,403,638,915,1147,1510,1588,1628,1739,1935,1826,1657,1432,1186,960,735,454,392,256,6/30/2023
106,20230630,S,277,232,169,152,199,441,761,1111,1198,1458,1968,2049,2200,2083,1976,2075,2480,2390,2131,1626,1164,855,643,485,6/30/2023
106,20230701,P,134,108,98,83,125,214,400,591,986,1217,1694,1777,1843,1906,1784,1827,1609,1346,1138,906,675,580,347,263,7/1/2023
106,20230701,S,300,226,155,166,234,461,873,1402,1567,1862,2274,2117,2302,2134,2289,2449,2381,2194,1843,1139,839,594,513,380,7/1/2023
